ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,options
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.ChangeComponent,Change GitLab Component,Change a GitLab Component in use.,2,,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,"[{""name"":""oldComponent"",""type"":""String"",""displayName"":""Old Component"",""description"":""The name of the component to match."",""example"":""$CI_SERVER_FQDN/components/opentofu/full-pipeline"",""required"":true},{""name"":""oldComponentVersion"",""type"":""String"",""displayName"":""Old Component version"",""description"":""Version of the existing component to use match."",""example"":""0.10.0"",""required"":true},{""name"":""newComponent"",""type"":""String"",""displayName"":""New Component"",""description"":""Name of the new component to use instead."",""example"":""$CI_SERVER_FQDN/components/opentofu/full-pipeline""},{""name"":""newComponentVersion"",""type"":""String"",""displayName"":""New Component version"",""description"":""Version of the new component to use instead."",""example"":""0.10.0"",""required"":true}]"
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.ChangeTemplate,Change GitLab template,Change a GitLab template in use.,2,,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,"[{""name"":""oldTemplate"",""type"":""String"",""displayName"":""Template"",""description"":""The name of the template to match."",""example"":""Terraform/Base.gitlab-ci.yml"",""required"":true},{""name"":""newTemplate"",""type"":""String"",""displayName"":""Template"",""description"":""Name of the template to use instead."",""example"":""OpenTofu/Base.gitlab-ci.yml"",""required"":true}]"
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.MigrateToRules,Migrate `only`/`except` to `rules`,"Replace the deprecated `only` and `except` keywords with equivalent `rules` in `.gitlab-ci.yml` job definitions. When both `only` and `except` are present, they are combined into a single `rules` block. Handles simple ref list forms; complex object forms with `refs`, `variables`, or `changes` sub-keys are left unchanged.",1,,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.RemoveTemplate,Remove GitLab template,Remove a GitLab template from use.,1,,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,"[{""name"":""oldTemplate"",""type"":""String"",""displayName"":""Template"",""description"":""The name of the template to match."",""example"":""Terraform/Base.gitlab-ci.yml"",""required"":true}]"
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.BestPractices,GitLab CI best practices,"Apply GitLab CI/CD best practices to `.gitlab-ci.yml`. This includes adding `workflow:rules` to prevent duplicate pipelines, setting `interruptible: true` and `retry` in the `default` section, configuring `artifacts:expire_in`, and setting a job `timeout`.",12,,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.search.FindComponent,Find GitLab Component,Find a GitLab Component in use.,2,Search,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,"[{""name"":""component"",""type"":""String"",""displayName"":""Component"",""description"":""The component key to look for"",""example"":""$CI_SERVER_FQDN/components/opentofu/full-pipeline"",""required"":true}]"
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.search.FindDeprecatedExcept,Find deprecated `except` keyword,Find usages of the deprecated `except` keyword in `.gitlab-ci.yml`. The `except` keyword is deprecated in favor of `rules`.,2,Search,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.search.FindDeprecatedOnly,Find deprecated `only` keyword,Find usages of the deprecated `only` keyword in `.gitlab-ci.yml`. The `only` keyword is deprecated in favor of `rules`.,2,Search,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.search.FindTemplate,Find GitLab Template,Find a GitLab Template in use.,2,Search,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,"[{""name"":""template"",""type"":""String"",""displayName"":""Template"",""description"":""The template key to look for"",""example"":""Terraform/Base.gitlab-ci.yml"",""required"":true}]"
maven,org.openrewrite.recipe:rewrite-gitlab,org.openrewrite.gitlab.search.FindDeprecatedSyntax,Find deprecated GitLab CI syntax,Find usages of deprecated `only` and `except` keywords in `.gitlab-ci.yml`. These keywords are deprecated in favor of `rules`.,5,Search,GitLab,,Recipes to perform [GitLab](https://gitlab.com/) migration tasks.,
